sentence,label,idx
cứ ngỡ được 10 điểm là chắc chắn rồi .,0,374
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,0,375
thêm phòng thiết bị để thực hành .,0,376
dễ hiểu đầy đủ .,2,377
điểm .,1,378
"giáo viên tốt bụng , vui tính .",2,379
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",0,380
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",2,381
giải đáp kịp thời những thắc mắc cho sinh viên .,2,382
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",2,383
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",0,384
bài tập không cho ví dụ về nhà để xem lại .,0,385
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,0,386
"thầy dạy dễ hiểu , rất hài lòng .",2,387
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",0,388
"cách giảng bài dễ hiểu , hay .",2,389
đầy đủ kiến thức .,2,390
chất lượng phòng máy rất tệ .,0,391
"thầy giảng ngắn gọn , đầy đủ .",2,392
tốt giỏi chu đáo .,2,393
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",2,394
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",0,395
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,2,396
"nhiệt tình , truyền cảm hứng .",2,397
"thầy hài hước , giọng truyền cảm .",2,398
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",2,399
không hiểu cách chấm bài thi của thầy .,0,400
tiết học chưa được thu hút .,0,401
giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,0,402
cần vào thẳng nội dung .,0,403
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",2,404
cô dạy trên lớp và thực hành tận tâm .,2,405
em rất hài lòng về thầy .,2,406
"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",0,407
"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",2,408
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",2,409
"giảng viên tận tâm , tạo điều kiện cho học sinh làm bài tập .",2,410
cần giải bài tập nhiều hơn .,0,411
"kiến thức thực tiễn của thầy rộng , giảng dạy vui vẻ .",2,412
cô cũng không cung cấp hay giải thích gì đáp án của bài thi .,0,413
"thầy rất nhiệt tình , nói rất nhiều đến khản giọng mà sức truyền tải không bằng thầy wzjwz159 .",2,414
kiến thức giảng dạy môn tiếng anh hầu như không giúp ích nhiều cho sinh viên trong việc tìm hiểu các tài liệu chuyên ngành .,0,415
"thấy rất hiền , rất chi là hơi trẻ con .",2,416
"giảng dạy hay , dễ hiểu , cuốn hút sinh viên .",2,417
"cách tìm kiếm chúng ở đâu , khai thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ .",0,418
"giảng hơi nhanh , chưa kỹ lắm .",0,419
"những phần trọng tâm bài tập thì cũng không nói được "" đây là phần quan trọng có trong đề thi các em cần chú ý "" .",0,420
"nghe , nói luyện tập cao .",2,421
giáo viên giảng hay dễ hiểu .,2,422
sử dụng phần mềm crack .,0,423
nhiều khi dạy quá thời gian .,0,424
tuy dạy chậm giúp học sinh dễ hiêu tuy nhiên nhiều bài khó thì sẽ khiến sinh viên dễ chán .,0,425
"thầy vui tính , thương sinh viên , dạy dễ hiểu .",2,426
thầy bằng nhiệt tình tận tụy với sinh viên trong việc hướng dẫn đồ án .,2,427
"dạy dễ hiểu , thân thiện .",2,428
có các phần ôn tập không liên tới bài kiểm tra .,0,429
không nên tổ chức thực hành hình thức 2 .,0,430
sự thân thiện và tận tình đối với học viên .,2,431
"thầy giảng bài nhiệt tình , gần gũi với sinh viên , nội dung không hiểu có thể hỏi ngay thầy tại lớp .",2,432
giảng viên cần nắm vững xem sinh viên có hiểu được bài hay không và đưa ra phương án để sinh viên nắm vững kiến thức .,0,433
thầy thiện nhiệt tình .,2,434
truyền đạt thực tiễn vấn đề .,2,435
giáo viên rất nhiệt tình và tâm huyết đối với sinh viên .,2,436
"âm thanh thầy giảng hơi nhỏ , khó khăn trong việc nghe giảng .",0,437
nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,0,438
"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",0,439
"thầy dạy khá nhiệt tình , vui tính .",2,440
"em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm .",0,441
thầy dạy rất hay ạ !,2,442
"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố .",0,443
nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .,0,444
"giảng viên dạy nhiệt tình , dễ hiểu .",2,445
em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,0,446
"cô cực kỳ nhiệt huyết , cô rất dễ thương colonlove cô yêu học trò của mình , cô cực kỳ khách quan , phong cách làm việc của cô rất giống người nước ngoài , em thích cô .",2,447
"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi .",2,448
"chú ý giữ sức khỏe , nhất là cổ họng colonsmile .",0,449
"thầy tận tâm , nhiệt tình .",2,450
máy ở phòng thực hành quá tệ .,0,451
thầy rất dễ thương .,2,452
"giảng viên nhiệt tình , thân thiện .",2,453
"thầy truyền đạt rất tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , vừa sức với sinh viên .",2,454
giảng viên nên đến đúng giờ hơn và cho nhiều bài tập hơn .,0,455
"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",0,456
"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",0,457
em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .,0,458
tạo điều kiện cho sinh viên làm việc nhóm .,2,459
phương pháp dạy chưa hay .,0,460
hay bị về trễ colonsad .,0,461
cần dạy chi tiết hơn .,0,462
cô giảng rất nhiệt tình .,2,463
dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,2,464
"đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn .",0,465
giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .,0,466
"giảng dạy hay , nhiệt tình .",2,467
"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",2,468
"dạy hơi nhiều , và hơi nhanh .",0,469
nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .,0,470
giảng dạy tận tâm .,2,471
"cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó .",0,472
"gần gũi , thân thiện với sinh viên , khả năng truyền đạt kiến thức tốt .",2,473
quá dễ dẫn đến buồn ngủ .,0,474
giảng viên không có tính hài hước .,1,475
"vui tính , nhiệt tình .",2,476
"thầy vui tính , giảng bài hay , đưa nhiều thông tin thực tế vào bài giảng .",2,477
thẩy wzjwz311 rất vui và nhiệt tình .,2,478
giáo viên giảng dạy lôi cuốn .,2,479
"nhiệt tình , dễ gần , truyền đạt tận tâm .",2,480
phương pháp truyền đạt của giảng viên chưa hiệu quả lắm .,0,481
giáo viên chưa tạo được không khí vui vẻ trong lớp học .,0,482
thầy giúp em biết mạch số là gì .,2,483
có lúc thầy lạc đề .,0,484
thầy dạy hơi chậm .,0,485
"lần được học thầy , thấm nhiều thứ quá .",2,486
nhiều phần trong slide bài giảng của giảng viên không chính xác .,0,487
"môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn .",0,488
"thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành .",0,489
"dạy dễ hiểu , sâu rộng .",2,490
"thầy dạy nhiệt tình , vui vẻ .",2,491
"thầy cực kỳ tâm lý , vui tính , dạy nhiệt tình và tận tụy với học trò .",2,492
thầy luôn chủ động tạo tranh luận và kiểm tra bài tập đầu giờ để sinh viên dễ dàng nắm bắt kiến thức .,2,493
"nội dung tiết học còn lan man , cảm tưởng như thầy đang dạy về tiếng anh chuyên ngành , chứ không đào sâu về kỹ thuật .",0,494
nên tự tin hơn trong việc giảng dạy .,0,495
giảng viên có cập nhật thông tin mới nhất về tình hình thực tế .,2,496
giáo viên rất nhiệt tình đối với sinh viên .,2,497
cảm thấy hứng thú khi lên lớp .,2,498
"cùng một kiến thức nhưng cách truyền đạt của thầy dễ hiểu hơn , phù hợp với đại đa số sinh viên và tất nhiên là hữu dụng cho các môn khác chứ không hề lan man , thiếu trọng tâm như các giảng viên toán khác .",2,499
giảng viên chưa bám sát được sinh viên .,0,500
nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán .,0,501
"phần kiểm tra , thi cử đối với môn này nên đề cao tính tư duy logic của người học cũng như khả năng áp dụng kiến thức đã học vào thực tế thực nghiệm bằng cách chủ yếu đánh giá cao phần thực hành , viết code , làm project .",2,502
"do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy .",2,503
luôn đảm bảo giờ giấc trong tiết học .,2,504
"phòng lab chán lắm , hư hỏng hết cả .",0,505
"nội dung môn học còn khô , cứng !",0,506
cô nói hơi nhỏ nên hơi buồn ngủ .,0,507
có lúc dạy khó hiểu .,0,508
"thầy cho bài tập lạ , đa dạng .",2,509
"sau khi đã học xong môn nhập môn điện tử , em thiết nghĩ môn học này cần có thêm những phần học về thực tế , để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn "" .",0,510
"giáo viên vui tính , tích cực .",2,511
thầy dạy nghiêm túc .,2,512
"cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ .",0,513
nội dung có liên hệ nhiều với thực tế .,2,514
